;ANHEUSER-BUSCH INBEV SA/NV;KONINKLIJKE AHOLD DELHAIZE N;ADIDAS AG;AIR LIQUIDE SA;AIRBUS SE;ALLIANZ SE-REG;ASML HOLDING NV;BASF SE;BAYER AG-REG;BANCO BILBAO VIZCAYA ARGENTA;BAYERISCHE MOTOREN WERKE AG;DANONE;BNP PARIBAS;CRH PLC;AXA SA;DEUTSCHE BOERSE AG;VINCI SA;DEUTSCHE POST AG-REG;DEUTSCHE TELEKOM AG-REG;ESSILORLUXOTTICA;ENEL SPA;ENGIE;ENI SPA;FRESENIUS SE & CO KGAA;SOCIETE GENERALE SA;IBERDROLA SA;ING GROEP NV;INTESA SANPAOLO;INDUSTRIA DE DISENO TEXTIL;KERING;LVMH MOET HENNESSY LOUIS VUI;MUENCHENER RUECKVER AG-REG;NOKIA OYJ;L'OREAL;ORANGE;KONINKLIJKE PHILIPS NV;SAFRAN SA;SANOFI;BANCO SANTANDER SA;SAP SE;SIEMENS AG-REG;SCHNEIDER ELECTRIC SE;TELEFONICA SA;TOTALENERGIES SE;VIVENDI SE;VOLKSWAGEN AG-PREF;EUROSTOXX 50 TR index
31/08/2005; 0.0322770528794272 ; -0.00826136606951688 ; -0.0321205512045206 ; -0.0382260215137956 ; -0.013341058103569 ; 0.000768300113920484 ; -0.0589050589050589 ; -0.0308882427168485 ; -0.029504741833509 ; -0.0330698550038024 ; -0.0603696391617706 ; 0.042891378853934 ; -0.0117355510628995 ; -0.0569586407488404 ; -0.044366231097698 ; 0.0234841344643419 ; 0.0778441304719992 ; -0.000953288846520461 ; -0.0592418357857885 ; 0.0550446549724917 ; 0.0181197208118917 ; 0.000738552437223206 ; 0.0243602510208583 ; -0.0253979004402302 ; -0.0299167024751206 ; -0.00807662283072119 ; -0.0362479406919276 ; -0.0261776356607646 ; 0.0027125941872983 ; 0.0438616582684381 ; -0.0444576170717249 ; -0.0544635544635544 ; -0.0372042071399352 ; -0.000768940602965507 ; -0.0416160516064172 ; -0.046897811707325 ; -0.0835113932742021 ; -0.0301337365652249 ; -0.0223927572991687 ; -0.029690564393114 ; -0.0331529743228534 ; -0.0169599083190304 ; -0.036717413211235 ; 0.0294698131779731 ; -0.0297180500006192 ; -0.0548941649535771 ; -0.0171331282810695 
30/09/2005; 0.0401539631248811 ; -0.126392112412515 ; -0.000128034415651013 ; 0.0858766288185349 ; 0.0782151944630727 ; 0.0709205463979388 ; 0.00589101620029453 ; 0.10057178442029 ; 0.0657041406227075 ; 0.0847575638405549 ; 0.0725008227223247 ; 0.0534662539478592 ; 0.0729435323460919 ; 0.0290676231397644 ; 0.0603558694949207 ; 0.0722891566265058 ; -0.00486074128056346 ; -0.0479701596113811 ; -0.0168624258634724 ; 0.0893272106000063 ; -0.00347839791070992 ; 0.0265682656826567 ; 0.0308695538708457 ; 0.111448922863099 ; 0.084522946740603 ; 0.114568514090262 ; 0.0526754387839266 ; -0.00715528437354496 ; 0.10498969426314 ; 0.00460778935820061 ; 0.0473014888337469 ; 0.0462579141660995 ; 0.099369891621359 ; -0.00921986845353051 ; -0.0180401669616906 ; 0.0360825624481202 ; 0.0696798072246048 ; -0.00650181183823217 ; 0.104046133305557 ; 0.0450564258042783 ; 0.0416080268887526 ; 0.0305882032494857 ; 0.0179386365232044 ; 0.0656959578065217 ; 0.0663484730535102 ; 0.179864713053039 ; 0.0504711619951954 
31/10/2005; 0.013385718854219 ; -0.0747178515528462 ; -0.0317566010192843 ; -0.00849615985922791 ; -0.0203405063253468 ; 0.0488707245325928 ; 0.0322108345534406 ; -0.0376019135310307 ; -0.0498402907809231 ; 0.0162664923332936 ; -0.0732173625699246 ; -0.0507526973431703 ;0; -0.0753898742456757 ; 0.0577917011560716 ; -0.0125718647868507 ; -0.0900214297617847 ; -0.0441913439635535 ; -0.02578660988881 ; -0.00290066626774677 ; -0.0609771251059023 ; -0.078001437814522 ; -0.0763707592457225 ; 0.00836264165689715 ; 0.0031600696059022 ; -0.0391477920808212 ; -0.0294570181670557 ; 0.00412172668262678 ; 0.0110558426922629 ; 0.00404062465873101 ; -0.0152524803790908 ; 0.0315777024363322 ; -0.004303568621286 ; -0.0480963685922799 ; -0.0921287383948873 ; -0.014020409090346 ; -0.0757197215195166 ; -0.0283642719447563 ; -0.0265363008705348 ; -0.00765573374163908 ; -0.0318391352726116 ; 0.0433787480343055 ; -0.0227609752733041 ; -0.0779384617253064 ; -0.0323966586083917 ; -0.107430817227827 ; -0.0309203559009681 
30/11/2005; 0.0764583896853306 ; 0.0979344729344731 ; 0.0650144153199144 ; 0.0112065936314345 ; 0.0875441229184006 ; 0.0480312981177136 ; 0.152482269503546 ; 0.0415564285523398 ; 0.168782240769721 ; 0.0210705450972826 ; 0.0309435884375397 ; 0.0258525803161882 ; 0.0624507026606678 ; 0.0767400731642318 ; 0.0591871501581893 ; 0.0636838036335523 ; 0.0368103381567748 ; -0.00910390848427067 ; -0.044074793589121 ; 0.0269273827208336 ; 0.0212325718478954 ; 0.00194931773879148 ; 0.0286216454191319 ; -0.0464269105565027 ; 0.061416729825071 ; 0.000452226508952602 ; 0.144280521523075 ; 0.0531658637302135 ; 0.01053137311425 ; 0.0432891015879922 ; 0.0777443609022557 ; 0.131224443000726 ; 0.0446689955067858 ; -0.000815936941929829 ; -0.0193697576839637 ; 0.0885353839967833 ; 0.0915645481432052 ; 0.0269457727204274 ; 0.0240614620135506 ; 0.0746575713280277 ; 0.0367445449619914 ; 0.068562584541185 ; -0.0362282528143416 ; 0.0283038594076457 ; -0.062027680548169 ; -0.0398102544315576 ; 0.0394942906559506 
30/12/2005; 0.0242063824440908 ; -0.00938614985403841 ; 0.0731652800198683 ; 0.0593201887020685 ; 0.0149547642124728 ; 0.0360403580048874 ; 0.0399999999999998 ; 0.0328680658900806 ; 0.0422266303000249 ; 0.00399770904925556 ; -0.00723814229249009 ; 0.0108827271194494 ; 0.0171129746488003 ; 0.106901625844309 ; 0.0652614239306026 ; 0.0366584900517852 ; 0.085058003139608 ; 0.111212660541632 ; -0.00139718023625046 ; -0.0333099230079822 ; -0.00718560052772932 ; -0.0365758754863812 ; 0.0186956043846238 ; 0.0589287165731935 ; 0.0276956379235205 ; 0.0331106182814684 ; 0.064680035969908 ; 0.0914649800452774 ; 0.104216191544796 ; 0.0404503753127605 ; 0.0343239849309334 ; 0.031747506397642 ; 0.0655113131860174 ; 0.0244672819438239 ; -0.012703002224796 ; 0.106191080841895 ; 0.114791041760564 ; 0.0787175934023061 ; 0.0324093192924495 ; -0.00125944584382887 ; 0.125267242061921 ; 0.0286692979648924 ; 0.01194416778956 ; -0.000941456760236048 ; 0.0734347803154174 ; -0.00153646141118069 ; 0.0382793438063289 
31/01/2006; 0.0543833824010469 ; 0.00316177222961223 ; 0.0756288907916967 ; 0.0412305852504999 ; 0.0109723777888471 ; 0.0368124791989233 ; 0.0976331360946747 ; 0.00233511365047812 ; -0.0260509599600314 ; 0.110457620737259 ; 0.00485231542538633 ; 0.0164299469086355 ; 0.0738847446301329 ; 0.0261567044341184 ; 0.0234772942211015 ; 0.202620393497217 ; 0.0536832427301555 ; 0.132331933682525 ; -0.0745993385906893 ; 0.0535204547734129 ; 0.0502123822405733 ; 0.0504846526655895 ; 0.0618877597729564 ; 0.169864906355542 ; 0.0461978568862642 ; 0.0310786605958682 ; 0.00238965034196714 ; 0.0464867638882951 ; 0.0261267933107143 ; 0.00901803607214435 ; -0.0106569539997301 ; -0.0231659599548142 ; -0.0258865248226952 ; 0.0636928306086537 ; -0.108147341680276 ; 0.0582876502671414 ; 0.0762360179750636 ; 0.0195946620104763 ; 0.0618838490320752 ; 0.100176544766709 ; 0.0550981633945533 ; 0.141340142278062 ; -0.0118031885253613 ; 0.0706886162288294 ; -0.0256986671580369 ; 0.0910748106060606 ; 0.0325229017675621 
28/02/2006; 0.000542930272240616 ; 0.0771631697589734 ; -0.0469459325716991 ; -0.0212754927061151 ; -0.0462033896459545 ; 0.0207324391843799 ; -0.0614555256064691 ; -0.0246846266326302 ; -0.0168791831550149 ; 0.0276788879128329 ; 0.0835273141498689 ; 0.0813823144560804 ; 0.0579012805125401 ; 0.0768660885136661 ; 0.0623674739811302 ; 0.0142284569138276 ; 0.0124095612154973 ; -0.0552029971710376 ; 0.0161500927771288 ; 0.0062630265290895 ; 0.0010054906568453 ; 0.116109188773549 ; -0.0369797888980579 ; 0.0591824683419724 ; 0.0938363913950506 ; 0.12974406577377 ; 0.0735463363840632 ; 0.0591336330200245 ; 0.0657938905673043 ; 0.0072492552135055 ; 0.0269975456776654 ; 0.0180756209566588 ; 0.0431865064919306 ; 0.11152899923649 ; -0.0251058695497882 ; -0.0165590231556804 ; -0.0174790148191647 ; -0.0536775651948413 ; 0.0427388659996077 ; 0.0151299802851772 ; 0.0258503401360544 ; -0.00290749325623085 ; 0.0302595348292225 ; -0.0713039078918221 ; -0.0127973976523396 ; 0.219389415670362 ; 0.0227826842333865 
31/03/2006; -0.00232558139534889 ; -0.0511723040793909 ; -0.00505677585389519 ; 0.0374394412911585 ; 0.130363803973389 ; 0.0175767229768993 ; -0.0321654221711659 ; 0.02276827687851 ; -0.0216165180013417 ; 0.00819799149208444 ; 0.126682664838304 ; 0.0422678990205545 ; -0.0051579742734722 ; 0.0591358092820484 ; -0.0229440955118931 ; 0.127103878141223 ; 0.06913434837556 ; -0.0556769442421299 ; 0.0513323414040308 ; 0.0179791543072234 ; 0.00113991625565713 ; 0.0279021701687909 ; -0.0200312058370262 ; 0.0721675029424518 ; 0.0437346824867564 ; 0.00642063995117037 ; 0.0339348614018071 ; -0.00603850754331137 ; 0.0570866141732285 ; 0.0304643596569061 ; 0.0609399893786511 ; 0.0285704878630986 ; 0.111464597703823 ; -0.0208741445544052 ; 0.0169870752624504 ; 0.03696771800125 ; -0.0205982139718034 ; 0.0994391368472487 ; -0.0163241038300307 ; 0.0465200307122533 ; 0.000520101939980089 ; 0.0390679421341671 ; 0.000767677916465148 ; 0.0317545253663891 ; 0.113553347467368 ; 0.0474216164276309 ; 0.0219222500929548 
28/04/2006; 0.0455710955710957 ; 0.00924151696606801 ; 0.0254804528849861 ; -0.00174579702802113 ; -0.100371662736266 ; -0.0368708177689393 ; -0.0029673590504451 ; 0.0503863450023603 ; 0.107397719480915 ; 0.0279440128118043 ; -0.0514828187756097 ; -0.0217611623096442 ; -0.0228309463927558 ; 0.0121539899058316 ; 0.00448854904606599 ; -0.0367188869587391 ; -0.0319600188165667 ; 0.021252892278687 ; 0.0287552267610165 ; 0.0801642823949056 ; -0.0177669552669553 ; -0.0455764075067024 ; 0.0315141746901275 ; -0.0597411601571527 ; -0.0241742925782611 ; -0.0307787406258382 ; 0.00905696475961237 ; -0.000329962539546869 ; 0.012558659217877 ; 0.0316685801760428 ; 0.0315354774120886 ; -0.0139644686299615 ; 0.0567965965997395 ; 0.0110038584958361 ; -0.00269162303914783 ; -0.0193606817332113 ; -0.0272461713116482 ; -0.0477709926895051 ; 0.0199155330446359 ; -0.0324543610547667 ; -0.0264854187243333 ; 0.00729451887941535 ; -0.0193050741519405 ; 0.00689058328607883 ; 0.0211723956003624 ; -0.0284898832883136 ; -0.00110261117534294 
31/05/2006; -0.0615316018281128 ; -0.0259478274627694 ; -0.0678378617576776 ; -0.0321993020337022 ; -0.092903551732364 ; -0.0711933926727866 ; -0.0601190476190477 ; -0.0384369751874541 ; -0.0176122551942394 ; -0.0765271916073798 ; -0.0536142001710863 ; -0.0314127827527355 ; 0.00667537012990027 ; -0.0977699836643925 ; -0.0392648910863378 ; -0.0962394321923135 ; -0.0741419125465178 ; 0.0331459259880842 ; -0.0690970485242621 ; -0.0000209298431657068 ; 0.0144385272243137 ; -0.015688202247191 ; -0.0309657257809436 ; -0.0607717832124862 ; -0.00743157404135997 ; -0.0298187769247431 ; -0.0536246731601401 ; -0.0407735321528425 ; -0.0406220574387948 ; -0.0584252990818881 ; -0.0701201019046463 ; -0.0584912551231588 ; -0.0742385755383571 ; -0.0365844255975327 ; -0.00481397296327313 ; -0.102740739036551 ; -0.137735544433425 ; -0.0160533184513152 ; -0.0726454371553956 ; -0.0459654757125653 ; -0.105059404618876 ; -0.075688570389345 ; 0.0258194881005838 ; -0.0484780315253818 ; 0.00240354916605834 ; -0.0816808309726157 ; -0.0425223492867641 
